coassertion_event_id	effective_record_id	left_descriptor_assertion_id	right_descriptor_assertion_id	left_normalized_form	right_normalized_form	left_normalized_form_sha256	right_normalized_form_sha256	left_atomic_source_text_sha256	right_atomic_source_text_sha256	evidence_tier	publication_layer	pair_support_event_count	source_file_sha256	route_index_sha256	source_file_sha256_scope	source_file_nonstorage_reason
pair-018f9c1e8eba00acf91f4a8f	effective:f78304cd66c43e7b10ddb5ea	assertion:fbd9c4348a9d34eb7bb93b1a	assertion:4667dd01fe89ac37141a2150					35e13eaefe74facfd46ec26d1ea611ff04d2e1a58f029add3d04113388f1b173	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-021be886694280de03d7382c	effective:f78304cd66c43e7b10ddb5ea	assertion:be58750dabeb0e83c84c9d3d	assertion:4667dd01fe89ac37141a2150					6d002154ca2a89d964a825d66bf099b7a6ec2598619c3b947ca925fc0f0b0016	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-023c558dbc5db1327977ebdf	effective:aa8257ea7c527ff93620b889	assertion:686608b48f94da42d687007a	assertion:cae3256fd57980b5582f03aa					5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	db2ca3cb92017fa91cdd6ea80f2e9cfbed3c4cc71de9b3455335c777cd94bc7f	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-02c0c81d10b7097b7cea9c41	effective:417f9b9adcf3826aa8f3ac12	assertion:db67c19bc6adeb07d8e9ea26	assertion:a49a6f6a71a9385ec48cd747					043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-033cc5cd732aac9a43c4bd57	effective:f78304cd66c43e7b10ddb5ea	assertion:6ff695c89c0b1ca67d95f7d2	assertion:6707d8bcf9760123d5ff93cd					533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-034d56e4f8595ebcee67894c	effective:0ec126e97dcb5ab048050233	assertion:a3dbf0c995d99ec2dbb0a48f	assertion:b5eb9492767c538120f833b5					ac714a6f533f23dfab34c1268be2d0a48fc552ff450424e2addc5a13902777d0	c62a908dd8f1f63c24b3584bae69770014aa881f4e4a01854b83443e1d331534	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-03c44c46146667b9173826b3	effective:417f9b9adcf3826aa8f3ac12	assertion:fb5ff7ea19b778e4986b0136	assertion:80bf17895c397e8de898f40e					12a4b317aea8e14f37f775a58f67f97b39127a79f7e83fd48ae228f4ea919dde	bd071899591c00d2276d2254351533b0e9eb8011b7721155025a35b3212c7fc4	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-04cc2267900606e90172a287	effective:417f9b9adcf3826aa8f3ac12	assertion:5330fc648d4dcc16582f8052	assertion:f454843be922812185ea8c2c					61cb67a673022cd3469d95f16c690244886acc9f311d8576c8d653666b76d1c5	7937c4dc4579bfc7c37baa46e65d3cdf6181badbf8ad1b1668c9d9409e403844	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-05137f1a5c1a8d728c88c704	effective:f1a4276a0e1a0970dc839383	assertion:34936d8e5130c7d1c17789cb	assertion:930e3f7665a8c65bfebd86c3					1220e192481b60ee7b4a300550579a1d808439a82f6edfff306ad3f9d2fd0766	ad428662b8229f21f7b88596321ea0f714b320e09dc31b910f37bab73a7cf5ef	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0566880af02891ee28eca6c6	effective:417f9b9adcf3826aa8f3ac12	assertion:5a3d2f526bec80e47cda37b3	assertion:af8ee441673a2c24d63d7d55					37ecf521c8f469c92ce485da3ed4de7f257837873f92d012257308dfac63a567	a24b12400051729ef83bcd86ff851a0e00bec57348d189327391f6d827d3c988	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-069a2e162d1fe7d6592cab99	effective:417f9b9adcf3826aa8f3ac12	assertion:f454843be922812185ea8c2c	assertion:2a2febeb55ae638db64666ae					7937c4dc4579bfc7c37baa46e65d3cdf6181badbf8ad1b1668c9d9409e403844	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0742fc83a84d466de64a16dd	effective:0ec126e97dcb5ab048050233	assertion:3193770a71fb9228e3ba6c1e	assertion:64f02b3371b91dcec1ed387d					9799613a9a24f9fdf688916537acb0f9c42c676a6fe19967bc188b7951879bb2	e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-07dda97cf364fd8be8ebe90f	effective:f78304cd66c43e7b10ddb5ea	assertion:812c4bda6d03a5b17ef8cb9b	assertion:4667dd01fe89ac37141a2150					70329b1c2fb2a364d806e0cca8471f8cff15c5a6eaf3a7416f94abc9ac6c96ac	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0867a8e9e8d6cd22840d6a6d	effective:f1a4276a0e1a0970dc839383	assertion:2a67d1137a582042b3a828e6	assertion:7665ab6db6c9945ad255a073					06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-08ce8b920710262d9c82c328	effective:f1a4276a0e1a0970dc839383	assertion:307ff77e64b2e26cc647506d	assertion:7665ab6db6c9945ad255a073					046b908561243d2930d2c547fc5aec55e36ab2477e60aae977debb5c1ed3ac82	156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0a0afc557c5fa7674119c682	effective:417f9b9adcf3826aa8f3ac12	assertion:16cae467efce764ba533032e	assertion:6f9a206b3bf59bca1f3c17f1					a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	c9e199ad7ecffc6901ddf353dd95a0842bd008269da76d00da63cdb43fbb0286	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0a68b533cbda6c815b38cf82	effective:f78304cd66c43e7b10ddb5ea	assertion:63b110c1f10cf852dc7e5a4a	assertion:4667dd01fe89ac37141a2150					9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0b2be5771675890aed5f1fcf	effective:f1a4276a0e1a0970dc839383	assertion:acca772c0ecc7841e618d924	assertion:f1c2efebdd3bd604f390cbc4					85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	bd071899591c00d2276d2254351533b0e9eb8011b7721155025a35b3212c7fc4	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0b4210dc9d02a9a46761aef3	effective:417f9b9adcf3826aa8f3ac12	assertion:5a3d2f526bec80e47cda37b3	assertion:5330fc648d4dcc16582f8052					37ecf521c8f469c92ce485da3ed4de7f257837873f92d012257308dfac63a567	61cb67a673022cd3469d95f16c690244886acc9f311d8576c8d653666b76d1c5	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0b95d30011499252cbd4dcdc	effective:417f9b9adcf3826aa8f3ac12	assertion:16cae467efce764ba533032e	assertion:2a2febeb55ae638db64666ae					a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0bdb5aaa856afd831a93611f	effective:f78304cd66c43e7b10ddb5ea	assertion:6ff695c89c0b1ca67d95f7d2	assertion:be58750dabeb0e83c84c9d3d					533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	6d002154ca2a89d964a825d66bf099b7a6ec2598619c3b947ca925fc0f0b0016	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0c466ea635f553693e6ad6d6	effective:aa8257ea7c527ff93620b889	assertion:2037f3d3f5bb37d187d700d9	assertion:7c0b9d46ab6136600a2e5d03					7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	7fa7e8417a76c4e9ac367403c20879accbea80c9d2635eab6dd0f9c532b52328	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0d8b5fe70ef3ba3c0d7db0d5	effective:f1a4276a0e1a0970dc839383	assertion:307ff77e64b2e26cc647506d	assertion:b1a19653a0e21ceb81253f37					046b908561243d2930d2c547fc5aec55e36ab2477e60aae977debb5c1ed3ac82	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
