dataset	effect_type	model	comparison	target	unit	aggregate_conditions	independent_coffee_groups	mae	rmse	train_standardized_mae	train_standardized_rmse	baseline_error_minus_model_error	paired_group_95_interval	scope	status	reason
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	Caffeine (mg/g)	mg/g	12	2	1.7763888888888888	2.063079548205115	1.1380411198413276	1.3259461409997375	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	Chlorogenic acid (mg/g)	mg/g	12	2	3.052777777777777	3.5694706657056776	0.8554293796961178	1.000113947255046	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	IC 50 (ppm)	ppm	12	2	18.423333333333332	19.98800765459129	2.194203227106617	2.396900712763787	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	TFC (mg RE/g)	mg RE/g	12	2	0.6780555555555554	0.8326221965707028	1.103288922072586	1.3711839034451065	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	TPC (mg GAE/g)	mg GAE/g	12	2	3.602222222222222	4.570142685591629	0.8739197141638192	1.1454382673069596	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	Caffeine (mg/g)	mg/g	12	2	1.4625694444444441	1.725465768439222	0.9365955046621416	1.1083505936053835	0.31381944444444443	[0.3120833333333328, 0.31555555555555603]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	Chlorogenic acid (mg/g)	mg/g	12	2	3.1798611111111104	3.582048958289562	0.8908438143265237	1.0035186460464016	-0.1270833333333333	[-0.2541666666666666, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	IC 50 (ppm)	ppm	12	2	18.070000000000004	19.53344991610545	2.1479434530386876	2.3419218260034724	0.35333333333333233	[0.0, 0.7066666666666647]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	TFC (mg RE/g)	mg RE/g	12	2	0.5740972222222221	0.636491099811214	0.9318343119166183	1.0473002165632208	0.10395833333333337	[0.08333333333333355, 0.1245833333333332]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	TPC (mg GAE/g)	mg GAE/g	12	2	3.351388888888889	3.961019275125617	0.8049364131657094	0.9954173367644447	0.25083333333333346	[0.0, 0.5016666666666669]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	Caffeine (mg/g)	mg/g	12	2	1.770462962962963	2.039702153880122	1.1357715045691388	1.3111529047117159	0.005925925925925668	[-0.07629629629629638, 0.08814814814814771]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	Chlorogenic acid (mg/g)	mg/g	12	2	1.3984259259259257	1.6768370707162918	0.39199409793608514	0.46997053080125667	1.6543518518518516	[1.6161111111111108, 1.6925925925925924]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	IC 50 (ppm)	ppm	12	2	18.07	19.306524180336705	2.1479434530386876	2.3137336093480085	0.3533333333333353	[4.736951571734001e-15, 0.7066666666666658]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	TFC (mg RE/g)	mg RE/g	12	2	0.5982407407407407	0.7934137642079118	0.9752173758554296	1.3068960797141156	0.07981481481481478	[0.07629629629629624, 0.08333333333333333]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	TPC (mg GAE/g)	mg GAE/g	12	2	2.440833333333333	3.2357921874321454	0.5953551252663666	0.8269095071538163	1.1613888888888895	[1.0794444444444455, 1.2433333333333334]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_ADD	C_BASE	Caffeine (mg/g)	mg/g	12	2	1.4644444444444444	1.6974450719762757	0.9394781340890983	1.0906098335551906	0.31194444444444414	[0.22365740740740728, 0.40023148148148097]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_ADD	C_BASE	Chlorogenic acid (mg/g)	mg/g	12	2	1.4793749999999999	1.703448404847765	0.41450181100009736	0.47717299304376964	1.573402777777778	[1.4969444444444446, 1.649861111111111]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_ADD	C_BASE	IC 50 (ppm)	ppm	12	2	18.069999999999997	18.835527376501194	2.147943453038687	2.256729498032595	0.3533333333333347	[4.736951571734001e-15, 0.7066666666666647]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_ADD	C_BASE	TFC (mg RE/g)	mg RE/g	12	2	0.5416666666666666	0.5842658634142803	0.8735604168271891	0.9615975300085449	0.13638888888888892	[0.08333333333333355, 0.18944444444444428]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_ADD	C_BASE	TPC (mg GAE/g)	mg GAE/g	12	2	1.6530555555555555	2.296480048138218	0.40537412992876626	0.6021679027824529	1.9491666666666672	[1.7844444444444456, 2.1138888888888885]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_JOINT	C_ADD	Caffeine (mg/g)	mg/g	12	2	1.4395954997383569	1.6662664016064375	0.9235432551928676	1.0705968825630616	0.02484894470608756	[0.024126095737440362, 0.02557179367473476]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_JOINT	C_ADD	Chlorogenic acid (mg/g)	mg/g	12	2	1.4555850955766925	1.6798951906362196	0.4078199414990717	0.4705721335956471	0.02378990442330753	[0.012578133817629475, 0.03500167502898558]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_JOINT	C_ADD	IC 50 (ppm)	ppm	12	2	18.069999999999997	18.861035792132267	2.1479434530386876	2.259706012858991	-5.921189464667501e-16	[-2.3684757858670005e-15, 1.1842378929335002e-15]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_JOINT	C_ADD	TFC (mg RE/g)	mg RE/g	12	2	0.5416666666666666	0.5833665410806588	0.8735604168271892	0.9599816926695937	-7.401486830834377e-17	[-1.4802973661668753e-16, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_chemical	PHYSICOCHEMICAL_EFFECT	C_JOINT	C_ADD	TPC (mg GAE/g)	mg GAE/g	12	2	1.6492462215655495	2.285742334755787	0.404326500294607	0.5991328840871573	0.003809333990006121	[-5.921189464667501e-16, 0.007618667980012835]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_BASE	C_BASE	acidity	source 0-7 RATA intensity mean	12	2	0.8022222222222221	0.8682389584030935	1.032436922130416	1.1167808491726299	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_BASE	C_BASE	aroma	source 0-7 RATA intensity mean	12	2	0.45555555555555555	0.6172159715655092	0.7383699643532177	1.0005749563324742	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_BASE	C_BASE	bitterness	source 0-7 RATA intensity mean	12	2	0.8194444444444446	0.8930689907404816	0.935052783499155	1.0227401105243779	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_BASE	C_BASE	colour	source 0-7 RATA intensity mean	12	2	1.0877777777777775	1.2141114720925201	0.9013795544258132	1.0061682752467704	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_BASE	C_BASE	mouthfeel	source 0-7 RATA intensity mean	12	2	0.57	0.7224649164876836	0.8428132365770695	1.076654210325962	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C0	C_BASE	acidity	source 0-7 RATA intensity mean	12	2	0.8022222222222224	0.8549002947062827	1.032436922130416	1.0999367538620268	-1.1102230246251565e-16	[-1.4802973661668753e-16, -7.401486830834377e-17]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C0	C_BASE	aroma	source 0-7 RATA intensity mean	12	2	0.37027777777777793	0.47568955796354795	0.6002774956256184	0.7710474224326578	0.08527777777777765	[0.08, 0.09055555555555528]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C0	C_BASE	bitterness	source 0-7 RATA intensity mean	12	2	0.7806944444444447	0.8258406911882112	0.8929146830883096	0.9476096249554921	0.03875000000000006	[1.4802973661668753e-16, 0.07749999999999997]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C0	C_BASE	colour	source 0-7 RATA intensity mean	12	2	1.038611111111111	1.1466145821504277	0.8608214395349285	0.9502670414964732	0.04916666666666673	[1.4802973661668753e-16, 0.09833333333333331]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C0	C_BASE	mouthfeel	source 0-7 RATA intensity mean	12	2	0.5	0.5900117701274179	0.7376147458514483	0.8769544386449477	0.06999999999999998	[0.04833333333333334, 0.09166666666666663]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C1	C_BASE	acidity	source 0-7 RATA intensity mean	12	2	0.4651851851851852	0.5796225889999564	0.5985080192986635	0.7451821132768698	0.3370370370370369	[0.3066666666666665, 0.3674074074074074]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C1	C_BASE	aroma	source 0-7 RATA intensity mean	12	2	0.4066666666666667	0.5039865763448492	0.6592736857904492	0.816836914827266	0.04888888888888891	[0.04222222222222216, 0.05555555555555566]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
