extension_batch_id	descriptor_assertion_id	source_family_id	source_route_id	route_schema	source_url	source_artifact_sha256	source_locator	effective_record_id	coffee_identity_id	edition_or_release	edition_year	source_language	preparation_service	roast_evidence_sha256_or_state	source_field_label	raw_field_text_sha256	atomic_source_text_sha256	source_native_form_sha256	descriptor_class	evidence_tier	collection_tier	provenance_state	rights_state	rights_basis	publication_layer	judge_observation_id_sha256	provisional_normalized_form_id	provisional_normalized_form_sha256	mapping_status	mapping_method	mapping_confidence	mapping_basis	review_requirement	human_reviewed	model_eligible	counts_as_assertion	counts_as_record_unique_descriptor	source_text_storage_state	publisher_id	parser_version	adapter_version	acquisition_cursor	frozen_snapshot_version	frozen_snapshot_member
professional-descriptor-post30k-extension-20260829	assertion-b2:60be2c837a63fd4f28feebe9	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	99b93888a8c3d4eb2f3d3242f9c5c610037535235b65b9e0a751727118407f58	99b93888a8c3d4eb2f3d3242f9c5c610037535235b65b9e0a751727118407f58	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:e6b5b3fef9ed846d457a7d4c	e6b5b3fef9ed846d457a7d4c37766315aaf1d309aed8b24b701ea1d0e1ded690	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:172207bac14d9ba08f264dde	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:12fad53d7ead16e0de5e2f4e	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:8233653de3b7e4951710e65c	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	d5717eb08e8f4d01aefe6e9dc31749ee319a55b5dd4090d24a383f054c8b604b	d5717eb08e8f4d01aefe6e9dc31749ee319a55b5dd4090d24a383f054c8b604b	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:d5717eb08e8f4d01aefe6e9d	d5717eb08e8f4d01aefe6e9dc31749ee319a55b5dd4090d24a383f054c8b604b	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:bdad7b5169434f28df9a2f25	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:17041895738992968b3dfba1	17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:cc365f6c4762d92b7d1823d1	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	ba20c1ac38734a6bdfc5136cae88fec018a445026049138f332b47f139e0f0ca	ba20c1ac38734a6bdfc5136cae88fec018a445026049138f332b47f139e0f0ca	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:ba20c1ac38734a6bdfc5136c	ba20c1ac38734a6bdfc5136cae88fec018a445026049138f332b47f139e0f0ca	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:891f46d36a5ddea98a33f933	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	415c8c2093f06e807f2855fbfcaaad5d2d5ce9f7a4acbf1b4776bde6a3e826c4	415c8c2093f06e807f2855fbfcaaad5d2d5ce9f7a4acbf1b4776bde6a3e826c4	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:415c8c2093f06e807f2855fb	415c8c2093f06e807f2855fbfcaaad5d2d5ce9f7a4acbf1b4776bde6a3e826c4	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:11e320fa1a00ce6a85546201	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	9be302ff7ed8dcad748291f623d3bc597fa155f2817db628c5eee592396458c2	9be302ff7ed8dcad748291f623d3bc597fa155f2817db628c5eee592396458c2	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:9be302ff7ed8dcad748291f6	9be302ff7ed8dcad748291f623d3bc597fa155f2817db628c5eee592396458c2	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:fb7e2c95dc3c91634a83ed06	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	6896500b6e2838684afa5e090df413a0b328cd1d2f7095d3426fa033830f4f13	6896500b6e2838684afa5e090df413a0b328cd1d2f7095d3426fa033830f4f13	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:6896500b6e2838684afa5e09	6896500b6e2838684afa5e090df413a0b328cd1d2f7095d3426fa033830f4f13	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:d36319d3029efda2a2fd405e	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	03d2bf15a0eb76a501c2bb7f0958a0014c119c9a61eb55be2d89082933cd7d52	03d2bf15a0eb76a501c2bb7f0958a0014c119c9a61eb55be2d89082933cd7d52	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:03d2bf15a0eb76a501c2bb7f	03d2bf15a0eb76a501c2bb7f0958a0014c119c9a61eb55be2d89082933cd7d52	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
professional-descriptor-post30k-extension-20260829	assertion-b2:f40cfc265ddc4cbc315a8bb4	family.mdpi_certified_q_grader_storage_panel	route.mdpi.2026.certified-q-grader-storage-narratives	schema.certified-q-grader.panel-aggregate-sensory-narrative.v1	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	zip:File S1. Sensory Evaluation Results.xlsx#sheet:Descriptors;row=5;block=1;day=0	effective-post30k:a07699a666c5e9057622c994	coffee-post30k:6a8e2c38830f5c954ebb303a	Foods 2026 15(15) 2756 Supplementary File S1	2026	es	CERTIFIED_Q_ARABICA_GRADER_CUPPING	hash:sha256:c96bff38875ea0921a3db9b441f6eb7d62607cf396057dcfb0029f992ddaa0c0	hash:sha256:ee00b96fff266fe2567d47cd27bc5d8ffcbf15c1615c6e4c98ee2cfe991d515a	a1c7f6041e66edcc32924b0c0e277e5383c74c5aad8fdbfc52cc77c12a90940b	9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	STRICT_FLAVOR	P2	GOLD	SOURCE_AUDITED_CERTIFIED_Q_GRADER_PANEL_NARRATIVE	AFFIRMATIVE	CC_BY_4_0_MDPI_ARTICLE_AND_SUPPLEMENT	CERTIFIED_Q_GRADER_PANEL_AGGREGATED_NARRATIVE		provisional-form:9b93e56bac7dafe920105787	9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	AUTO_ORTHOGRAPHIC	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AUTO_PROVISIONALLY_MAPPED	false	false	true	true	OWNER_CONTROLLED_RESTRICTED_HASH_ONLY_PUBLIC	publisher:da3d39a3beefd1ef1cb6d4a1	post30k.professional-descriptor-parser.v1	post30k.public-safe-adapter.v1	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED	professional-descriptor-candidate-v1-30k	false
