record_json
"{""method"": ""Acid and sour were distinct consumer terms."", ""limitation"": ""Terms must not be silently merged."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""acidity-character"", ""evidence_claim_key"": ""claim.round3h.gorman.08"", ""evidence_direction"": ""CHALLENGES"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Astringent, body, fullness, gel-like, fat feel, powdery, and coating are separate variables."", ""limitation"": ""Incompatible texture constructs cannot be pooled."", ""source_key"": ""mdpi.nguyen-2026"", ""snapshot_key"": ""snapshot.mdpi-foods-15-02583.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 10, ""document_count"": 1, ""evidence_basis"": ""COFFEE_SENSORY_STUDY"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Nguyen 2026 Tables 3 and 4"", ""source_diversity"": 1, ""source_family_key"": ""family.nguyen-pbma-thai-2026"", ""target_entity_key"": ""texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.nguyen.04"", ""evidence_direction"": ""CHALLENGES"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Astringent had an explicit puckering/dry construct."", ""limitation"": ""No Atlas comprehension study."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""question-range.texture-character.texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.condelli.07"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Astringent was a dry/puckering construct while balance and intensity were separate."", ""limitation"": ""Body was not the same construct."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.condelli.04"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Berries, apricot, citrus, and peach appeared as observed quality drivers."", ""limitation"": ""No consumer population."", ""source_key"": ""pmc.coffee-cuality-2026"", ""snapshot_key"": ""snapshot.pmc12938992.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 12, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Guinard 2026 generic method architecture and aggregate drivers"", ""source_diversity"": 1, ""source_family_key"": ""family.coffee-cuality-experts-2026"", ""target_entity_key"": ""question-range.family-direction.fruit"", ""evidence_claim_key"": ""claim.round3h.cuality.06"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Berries was an observed positive quality driver."", ""limitation"": ""Plural-to-singular normalization is declared, not synthetic."", ""source_key"": ""pmc.coffee-cuality-2026"", ""snapshot_key"": ""snapshot.pmc12938992.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 12, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Guinard 2026 generic method architecture and aggregate drivers"", ""source_diversity"": 1, ""source_family_key"": ""family.coffee-cuality-experts-2026"", ""target_entity_key"": ""membership.fruit.berry"", ""evidence_claim_key"": ""claim.round3h.cuality.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Body, fullness, coating, fat feel, gel-like, and powdery differentiated samples."", ""limitation"": ""Direction options remain hypotheses."", ""source_key"": ""mdpi.nguyen-2026"", ""snapshot_key"": ""snapshot.mdpi-foods-15-02583.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 10, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Nguyen 2026 Tables 3 and 4"", ""source_diversity"": 1, ""source_family_key"": ""family.nguyen-pbma-thai-2026"", ""target_entity_key"": ""question-range.texture-direction.texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.nguyen.11"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Brown, dark brown, caramel, sweet aromatic, and sweet taste are distinct constructs."", ""limitation"": ""No wording validation."", ""source_key"": ""mdpi.nguyen-2026"", ""snapshot_key"": ""snapshot.mdpi-foods-15-02583.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 10, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Nguyen 2026 Tables 3 and 4"", ""source_diversity"": 1, ""source_family_key"": ""family.nguyen-pbma-thai-2026"", ""target_entity_key"": ""question-range.browned-sweet-reference.cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.nguyen.07"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Caramel, honey, cocoa, and pastry were distinct panel constructs."", ""limitation"": ""No project wording or equivalence validation."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""question-range.browned-sweet-reference.cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.vezzulli.11"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Caramel is a measured source descriptor across eight extraction cells."", ""limitation"": ""Exact-term source-local support only."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""SOURCE_DEFINED_GROUPING"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""membership.cocoa-nut-caramel.caramel"", ""evidence_claim_key"": ""claim.round3h.vezzulli.02"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Caramel is a trained-panel descriptor across ten PBMA conditions."", ""limitation"": ""Exact-term source-local support only."", ""source_key"": ""mdpi.nguyen-2026"", ""snapshot_key"": ""snapshot.mdpi-foods-15-02583.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 10, ""document_count"": 1, ""evidence_basis"": ""SOURCE_DEFINED_GROUPING"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Nguyen 2026 Tables 3 and 4"", ""source_diversity"": 1, ""source_family_key"": ""family.nguyen-pbma-thai-2026"", ""target_entity_key"": ""membership.cocoa-nut-caramel.caramel"", ""evidence_claim_key"": ""claim.round3h.nguyen.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
